id,name_of_work,content,source,split
tiny_story:523434,TinyStory 523434,"Once upon a time, there was a little boy named Timmy. Timmy loved to play with his toys and make a big mess in his room. His mommy would always come in and say, ""Timmy, please stop making such a messy room!""

One day, Timmy was playing with his favorite toy car when he accidentally knocked over a big pile of sheets. ""Oh no!"" Timmy cried. ""What a messy sheet pile!""

His mommy came in and saw the big mess. ""Timmy, we need to clean up this messy sheet pile,"" she said. ""Can you help me?""

""Sure mommy, I'll help,"" Timmy said. Together, they picked up all the sheets and put them away. ""Thanks for helping me clean up, Timmy,"" his mommy said.

""You're welcome, mommy,"" Timmy replied. ""I don't want to make a messy room anymore."" And from that day on, Timmy always tried to keep his room clean and tidy.",tiny_story,calib
tiny_story:31976,TinyStory 31976,"Once upon a time there was a little girl named Sarah. She was three years old and she loved to play.

One day, Sarah wanted to carry her toy with her everywhere. So she grabbed her furry toy and went outside. She loved the feeling of carrying it and she kept walking.

Soon she saw a pond and wanted to explore it. She walked up to the edge of the water and held her furry toy tight in her hand. Suddenly, Sarah felt something tickling on her hand. Looking down, she discovered it was a fish! Sarah was so excited that she carried the fish back to her house to show her mommy.

When Sarah got home, her mommy was so happy with Sarahâ€™s furry toy. They both smiled and hugged each other. Sarah had a great day of carrying her toy, discovering a fish and sharing it with her mommy.",tiny_story,calib
tiny_story:536815,TinyStory 536815,"Once upon a time there was a girl called Emma. She was very excited because today was the day she was going on a special trip! She was going to a faraway country and she was happy but also a little bit scared. 

Emma quickly got ready for her trip and raced outside. She jumped in a big van and zoomed away. On the way to the airport, Emma started to feel sour in her stomach. She thought about the long trip and all the strange things she would see in the new country. She started to scream in excitement and fear. 

When they finally arrived, Emma ran through the airport. She quickly found the desk and handed over her passport. The lady behind the desk smiled and gave Emma a big stamp in her passport. 

Emma was very excited, she screamed out loud and ran through the airports doors to her special trip.",tiny_story,calib
poem_sum:1526,Old Man by Edward Thomas,"Old Man, or Lad's-love,--in the name there's nothing To one that knows not Lad's-love, or Old Man, The hoar-green feathery herb, almost a tree, Growing with rosemary and lavender. Even to one that knows it well, the names Half decorate, half perplex, the thing it is: At least, what that is clings not to the names In spite of time. And yet I like the names. The herb itself I like not, but for certain I love it, as some day the child will love it Who plucks a feather from the door-side bush Whenever she goes in or out of the house. Often she waits there, snipping the tips and shrivelling The shreds at last on to the path, perhaps Thinking, perhaps of nothing, till she sniffs Her fingers and runs off. The bush is still But half as tall as she, though it is as old; So well she clips it. Not a word she says; And I can only wonder how much hereafter She will remember, with that bitter scent, Of garden rows, and ancient damson-trees Topping a hedge, a bent path to a door, A low thick bush beside the door, and me Forbidding her to pick. As for myself, Where first I met the bitter scent is lost. I, too, often shrivel the grey shreds, Sniff them and think and sniff again and try Once more to think what it is I am remembering, Always in vain. I cannot like the scent, Yet I would rather give up others more sweet, With no meaning, than this bitter one. I have mislaid the key. I sniff the spray And think of nothing; I see and I hear nothing; Yet seem, too, to be listening, lying in wait For what I should, yet never can, remember: No garden appears, no path, no hoar-green bush Of Lad's-love, or Old Man, no child beside, Neither father nor mother, nor any playmate; Only an avenue, dark, nameless, without end.",poem_sum,calib
tiny_story:1295325,TinyStory 1295325,"Once upon a time, there was a little girl named Lily. She had a toy robot that she loved very much. One day, the robot's eye started to blink very fast. Lily didn't know what to do, so she asked her dad for help. Her dad took a screwdriver and opened up the robot's eye. He found a loose screw inside and fixed it. 

The robot's eye stopped blinking and Lily was very happy. She played with her robot all day long. But later that night, Lily noticed that her dad was not responding when she talked to him. She called out to him louder and louder, but he didn't hear her. Lily was scared and didn't know what to do. 

Then she remembered what her dad had said earlier that day when he fixed the robot's eye. He told her that sometimes things can't work right if they have a screw loose. Lily realized that her dad must have a screw loose too, but not in his eye, in his ear! She tapped her dad on the shoulder and he turned around. He had been wearing headphones and didn't hear her. Lily was relieved and hugged her dad tightly.",tiny_story,calib
poem_sum:139,All Legendary Obstacles by John Montague,"All legendary obstacles lay between Us, the long imaginary plain, The monstrous ruck of mountains And, swinging across the night, Flooding the Sacramento, San Joaquin, The hissing drift of winter rain. All day I waited, shifting Nervously from station to bar As I saw another train sail By, the San Francisco Chief or Golden Gate, water dripping From great flanged wheels. At midnight you came, pale Above the negro porter's lamp. I was too blind with rain And doubt to speak, but Reached from the platform Until our chilled hands met. You had been traveling for days With an old lady, who marked A neat circle on the glass With her glove, to watch us Move into the wet darkness Kissing, still unable to speak.",poem_sum,calib
tiny_story:1085987,TinyStory 1085987,"Two friends went for a walk one day. They stopped by a bush and saw a caterpillar on it. They discussed what colour it was and how long it was. They noticed its wiggly movements and discussed how funny it was.

Soon they heard a loud buzzing noise and saw a bee. It was flying around the caterpillar and they discussed why the bee liked the caterpillar. The bee flew away and the two friends continued their walk.

Further down the path they saw a shop with lots of toys. They discussed how pretty they were but they were all very expensive.

The friends decided to keep walking and soon they found a pond. They kneeled down to the edge and saw the same caterpillar they had seen earlier. The caterpillar was now a butterfly, so beautiful and colourful. They discussed how wonderful it was and how fast it had changed. The two friends smiled and kept walking.",tiny_story,calib
tiny_story:990518,TinyStory 990518,"One day, a green frog was hopping around near the pond. A curious butterfly flew over to say hello and asked the frog, ""What are you doing?"". The frog paused and thought for a moment before he replied, ""I am looking for a place to call my own. I want to be independent!""

The butterfly smiled. She thought it was adorable that the frog was so independent. ""I know a perfect place for you,"" the butterfly said.

The butterfly and the frog hopped over to a nearby tree. The frog was very excited when he saw it! There were lots of interesting things to explore.

""This is perfect,"" the frog replied. He thanked the butterfly for her help and hopped inside the tree.

The green frog was so happy in his new home. He felt safe and independent. Every day he explored the tree and learned something new about the world.",tiny_story,calib
tiny_story:491113,TinyStory 491113,"One sunny day, Toby and his mommy went to the pool. Toby was so excited. Tobias held tightly onto the tube in his hand.

""Mommy, can I swim now?"" Toby asked his mommy excitedly.

""You need to wait for your turn,"" mommy said.

Mommy pointed to the hard pool edge and told Toby to stay there. Toby's face fell as he watched all the other children swimming with their tubes around them.

Toby's face lit up as he heard someone calling his name. It was his daddy. He was walking towards Toby.

""Toby, your turn is here. Let's go swim with your tube!"" Daddy said.

Daddy jumped into the pool and Toby quickly followed. As Toby swam, his tube followed closely behind him. Daddy and Toby had so much fun swimming together.

When they were done, Toby went to hug his mommy. She looked happy and said, ""Great job swimming with your tube, Toby!""",tiny_story,calib
tiny_story:1178914,TinyStory 1178914,"Once upon a time, there was a delicate gorilla. He loved to play outside in the spring. He would jump and swing from tree to tree until he was too tired and had to rest.

One day, while he was out, he heard a funny noise. He looked around to see where it was coming from and spotted a bright yellow bird. She had a beautiful yellow beak that was singing a song. He smiled and listened to it chirping in the spring sun.

The gorilla slowly walked closer to take a better look. Suddenly, the bird flew up into the sky! The gorilla watched as it flew higher and higher until it disappeared into the clouds. He waved goodbye and smiled.

Then, it was time to go home. As he walked through the forest, the sun began to set, lighting up the sky with delicate colors. He watched as the sky turned pink and orange, before turning a deep purple. He smiled, happy to be part of such beauty.

He arrived home feeling content and refreshed. The delicate gorilla was ready to take on the next adventure.",tiny_story,calib
poem_sum:277,XIV by Derek Walcott,"With the frenzy of an old snake shedding its skin, the speckled road, scored with ruts, smelling of mold, twisted on itself and reentered the forest where the dasheen leaves thicken and folk stories begin. Sunset would threaten us as we climbed closer to her house up the asphalt hill road, whose yam vines wrangled over gutters with the dark reek of moss, the shutters closing like the eyelids of that mimosa called Ti-Marie; then -- lucent as paper lanterns, lamplight glowed through the ribs, house after house -- there was her own lamp at the black twist of the path. There's childhood, and there's childhood's aftermath. She began to remember at the minute of the fireflies, to the sound of pipe water banging in kerosene tins, stories she told to my brother and myself. Her leaves were the libraries of the Caribbean. The luck that was ours, those fragrant origins! Her head was magnificent, Sidone. In the gully of her voice shadows stood up and walked, her voice travels my shelves. She was the lamplight in the stare of two mesmerized boys still joined in one shadow, indivisible twins.",poem_sum,calib
poem_sum:1737,Only a Dad by Edgar Albert Guest,"Only a dad, with a tired face, Coming home from the daily race, Bringing little of gold or fame, To show how well he has played the game, But glad in his heart that his own rejoice To see him come, and to hear his voice. Only a dad, with a brood of four, One of ten million men or more. Plodding along in the daily strife, Bearing the whips and the scorns of life, With never a whimper of pain or hate, For the sake of those who at home await. Only a dad, neither rich nor proud, Merely one of the surging crowd Toiling, striving from day to day, Facing whatever may come his way, Silent, whenever the harsh condemn, And bearing it all for the love of them. Only a dad, but he gives his all To smooth the way for his children small, Doing, with courage stern and grim, The deeds that his father did for him. This is the line that for him I pen, Only a dad, but the best of men.",poem_sum,calib
poem_sum:624,The Inward Morning by Henry David Thoreau,"Packed in my mind lie all the clothes Which outward nature wears, And in its fashion's hourly change It all things else repairs. In vain I look for change abroad, And can no difference find, Till some new ray of peace uncalled Illumes my inmost mind. What is it gilds the trees and clouds, And paints the heavens so gay, But yonder fast-abiding light With its unchanging ray? Lo, when the sun streams through the wood, Upon a winter's morn, Where'er his silent beams intrude, The murky night is gone. How could the patient pine have known The morning breeze would come, Or humble flowers anticipate The insect's noonday hum-- Till the new light with morning cheer From far streamed through the aisles, And nimbly told the forest trees For many stretching miles? I've heard within my inmost soul Such cheerful morning news, In the horizon of my mind Have seen such orient hues, As in the twilight of the dawn, When the first birds awake, Are heard within some silent wood, Where they the small twigs break, Or in the eastern skies are seen, Before the sun appears, The harbingers of summer heats Which from afar he bears.",poem_sum,calib
tiny_story:189891,TinyStory 189891,"Anna liked to play with her dolls. She had many dolls, but her favorite was Lily. Lily had long hair, a pink dress and a smile. Anna took Lily everywhere with her.

One day, Anna and Lily went to the park with Mommy. They saw a big slide, a swing and a sandbox. Anna wanted to try the slide. She put Lily on her lap and slid down. But the slide was too fast and Anna and Lily fell off at the end. Lily hit a rock and her dress tore. Anna saw a big cut on Lily's arm. She cried and hugged Lily.

""Mommy, Mommy, Lily is hurt!"" Anna shouted.

Mommy came running and saw Lily's arm. She said, ""Oh, poor Lily. Don't worry, Anna, we can heal her. Let's go home and get some bandages and glue.""

Anna nodded and followed Mommy. She held Lily close to her chest.

At home, Mommy took out a pot from the kitchen. She filled it with water and put it on the stove. She said, ""We need to boil some water to clean Lily's arm. It will kill the germs and make it better.""

Anna watched as the water bubbled and steamed. She thought it was unusual. She had never seen water do that before. She asked, ""Mommy, why does the water do that?""

Mommy said, ""That's what happens when water gets very hot. It turns into steam. Steam is like a cloud, but hotter. We have to be careful not to touch it, because it can burn us.""

Anna said, ""Oh, I see. Can I help you heal Lily?""

Mommy said, ""Of course, you can. You are a good helper. Here, take this cloth and dip it in the water. Then, gently wipe Lily's arm with it. That will clean the cut.""

Anna did as Mommy said. She was careful not to touch the steam or the pot. She wiped Lily's arm with the cloth. She saw the dirt and blood come off. She said, ""Look, Mommy, Lily's arm is cleaner now.""

Mommy said, ""Good job, Anna. Now, we need to put some glue on the cut. That will stick the skin together and stop the bleeding. Then, we need to wrap a bandage around it. That will protect the cut and make it heal faster.""

Mommy took out a tube of glue and a roll of bandage. She squeezed some glue on Lily's arm and pressed the edges of the cut together. She said, ""This glue is special. It is safe for dolls and people. It will dry quickly and make a thin layer of skin. It will not hurt Lily.""

Anna said, ""Wow, that's amazing. Lily is lucky to have you, Mommy.""

Mommy said, ""Thank you, Anna. You are very sweet. Now, let's put the bandage on. Can you hold Lily's arm still for me?""

Anna held Lily's arm still while Mommy wrapped the bandage around it. She made sure it was not too tight or too loose. She said, ""There, we are done. Lily is all healed. How do you feel, Lily?""

Anna made Lily say, ""I feel much better, Mommy. Thank you for healing me. And thank you, Anna, for being my friend. I love you both.""

Mommy said, ""You are very welcome, Lily. We love you too. Now, why don't you and Anna go play in your room? I'll make some cookies for you.""

Anna said, ""Yay, cookies! Come on, Lily, let's go play. We can have a tea party with your new bandage. You look very pretty.""

Anna and Lily went to Anna's room and played happily. They forgot about the slide and the rock. They were glad they had each other and Mommy. They knew Mommy could heal anything.",tiny_story,calib
poem_sum:977,A Bag of Tools by R. L. Sharpe,"Isn't it strange That princes and kings, And clowns that caper In sawdust rings, And common people Like you and me Are builders for eternity? Each is given a bag of tools, A shapeless mass, A book of rules; And each must make- Ere life is flown- A stumbling block Or a stepping stone.",poem_sum,calib
tiny_story:1423766,TinyStory 1423766,"Anna and Ben are friends. They like to play in the park. Sometimes they see a big bird with red and blue feathers. The bird can talk. It says hello and bye-bye. The bird is rare. Not many people have seen it.

One day, Anna and Ben go to the park. They look for the bird. They do not see it. They are sad. They sit on a bench and wait.

""Where is the bird?"" Anna asks.

""I do not know,"" Ben says. ""Maybe it is busy. Maybe it is sleeping. Maybe it is gone.""

They wait some more. They are bored. They want to play.

""Let's go to the swings,"" Anna says.

""OK,"" Ben says.

They get up and walk to the swings. They do not see the bird.

But the bird sees them. It is hiding in a tree. It is shy. It does not like many people. It only likes Anna and Ben. It waits for the right time. It wants to say hello.

When Anna and Ben are on the swings, the bird flies out of the tree. It lands on the bench. It says hello.

Anna and Ben hear the bird. They are surprised. They are happy. They run to the bench. They say hello back.

The bird smiles. It seems glad. It talks to Anna and Ben. It tells them stories. It makes them laugh. It is their friend.

They have a good time. They forget about the swings. They only want to be with the bird. The bird is rare. But it is not lonely. It has Anna and Ben.",tiny_story,calib
poem_sum:754,Silence by Thomas Hood,"There is a silence where hath been no sound, There is a silence where no sound may be, In the cold grave--under the deep deep sea, Or in the wide desert where no life is found, Which hath been mute, and still must sleep profound; No voice is hush'd--no life treads silently, But clouds and cloudy shadows wander free, That never spoke, over the idle ground: But in green ruins, in the desolate walls Of antique palaces, where Man hath been, Though the dun fox, or wild hyena, calls, And owls, that flit continually between, Shriek to the echo, and the low winds moan, There the true Silence is, self-conscious and alone.",poem_sum,calib
tiny_story:175569,TinyStory 175569,"Once upon a time, there was a clever dog named Spot. Spot liked to help people. One day, Spot went to a big hotel. The hotel was full of people who needed help.

Spot saw a lady who was sad. She lost her bag. Spot said, ""Please, let me help you find your bag."" The lady said, ""Thank you, Spot!"" They looked and looked, and they found the bag. The lady was so happy!

Spot saw a boy who was lost. The boy said, ""I can't find my mom!"" Spot said, ""Please, let me help you find your mom."" They looked and looked, and they found the boy's mom. The boy and his mom were so happy! Everyone at the hotel said, ""Spot is a very clever dog!""",tiny_story,calib
tiny_story:439507,TinyStory 439507,"Once there was a little boy who loved to play in the snow. Every morning he'd get up and put on his warm clothes, then he'd go outside and build a snowman. One afternoon he was making a snowman when he heard a strange sound. He looked around, but he couldn't see what it was. Suddenly, he spotted a bright ray of sunshine and the snowman started to melt! The little boy was surprised. He had never seen snow melt before.

The warmth from the sun filled the little boy's lungs and he started to feel very happy. All of a sudden, he knew what melting meant. The snow was turning back into water. He had learned something new and he was excited to tell his friends.

Sometimes learning new things can be difficult. But the little boy was determined. He wanted to keep playing in the snow and he wanted to keep exploring too. So every day he'd go outside and he'd try to figure out something new about melting snow. 

The little boy kept learning and he kept exploring. His curiosity was endless and eventually he got very good at melting snow. He found out that when he stirred the snow with a stick, it melted a lot faster. He also found out that when he added some little rocks, the snow melted even faster.

And eventually, the little boy became an expert at melting snow. He could make big melts or tiny melts. He could even make snow melt in",tiny_story,calib
tiny_story:764663,TinyStory 764663,"Once upon a time, there was a boy named Timmy. He loved to play outside in the park with his friends. One day, they decided to gather some flowers and make a pretty bouquet for Timmy's mom. They ran around the park, picking colorful flowers and laughing.

Suddenly, they heard a loud noise. It was Timmy's big brother playing with his toy gun. Timmy's friends didn't like guns, but his brother said it was popular to play with them. Timmy didn't know what to do. He wanted to keep playing with his friends, but he didn't want to upset his brother.

In the end, Timmy decided to tell his brother how he felt. He said, ""I don't like guns. They scare me and my friends. Can we play something else?"" His brother listened and agreed. They all played together and had fun without any guns. Timmy was happy he spoke up and his friends were happy too.",tiny_story,calib
poem_sum:413,"Money, O! by W.H. Davies","When I had money, money, O! I knew no joy till I went poor; For many a false man as a friend Came knocking all day at my door. Then felt I like a child that holds A trumpet that he must not blow Because a man is dead; I dared Not speak to let this false world know. Much have I thought of life, and seen How poor men's hearts are ever light; And how their wives do hum like bees About their work from morn till night. So, when I hear these poor ones laugh, And see the rich ones coldly frown Poor men, think I, need not go up So much as rich men should come down. When I had money, money, O! My many friends proved all untrue; But now I have no money, O! My friends are real, though very few.",poem_sum,calib
tiny_story:205166,TinyStory 205166,"Once upon a time there was a little girl who wanted to hold onto an ornament for as long as she could. But it was too hard for her to keep a good grip on the ornament, and it kept slipping out of her hands.

The girl's mom saw what happened and said, ""I know it's hard to keep a hold on such a small thing. Let me help you.""

The mom took the ornament and held it in her hand. The little girl was not happy, and she reached out to take the ornament back.

But the mom wouldn't let go. She said, ""Let it be for now - you can have it back, but not until you feel a little less dizzy.""

The little girl felt confused and angry. She wanted to keep the ornament with her, but she felt too dizzy to fight it.

She reluctantly agreed to her mom's terms. She knew that if she waited patiently, she would get the ornament back. So she sat still, watching and waiting, until the dizziness eventually faded away.

""See?"" mom said. ""I told you it would be okay. Now you can have the ornament back and hold onto it as long as you'd like.""

The little girl smiled and thanked her mom. She picked up the ornament and held it close to her heart. She was so happy to have it back, and vowed to never let go of it again",tiny_story,calib
poem_sum:905,In The Bazaars of Hyderabad by Sarojini Naidu,"What do you sell O ye merchants ? Richly your wares are displayed. Turbans of crimson and silver, Tunics of purple brocade, Mirrors with panels of amber, Daggers with handles of jade. What do you weigh, O ye vendors? Saffron and lentil and rice. What do you grind, O ye maidens? Sandalwood, henna, and spice. What do you call , O ye pedlars? Chessmen and ivory dice. What do you make,O ye goldsmiths? Wristlet and anklet and ring, Bells for the feet of blue pigeons Frail as a dragon-fly's wing, Girdles of gold for dancers, Scabbards of gold for the king. What do you cry,O ye fruitmen? Citron, pomegranate, and plum. What do you play ,O musicians? Cithar, sarangi and drum. what do you chant, O magicians? Spells for aeons to come. What do you weave, O ye flower-girls With tassels of azure and red? Crowns for the brow of a bridegroom, Chaplets to garland his bed. Sheets of white blossoms new-garnered To perfume the sleep of the dead.",poem_sum,calib
tiny_story:968568,TinyStory 968568,"Once upon a time, there was a gifted boy, Benny. One day, Benny saw something appear in front of him. It was a tall judge, wearing a big robe. Benny was afraid and stepped backwards.

The judge said to Benny, ""Why are you afraid?"". Benny replied, ""I don't know, who are you?"". The judge replied, ""I am a judge and I want to see your special gift"". Benny felt excited and smiled. 

Then, Benny displayed his special gift. He juggled three balls in the air and the judge said, ""Amazing! Benny danced for joy when the judge praised him. 

Benny felt so happy that he bowed to the judge. The judge smiled and said, ""Well done! You are very gifted"". Benny was so happy to hear those words.

Benny thanked the judge and waved goodbye. The judge disappeared as suddenly as he had appeared. Benny never forgot his experience with the judge and kept practicing his gift. The end.",tiny_story,calib
tiny_story:1884679,TinyStory 1884679,"Once upon a time there was a big mop. The mop was so large and it was special. Every day it would talk to the little boy, who would mention all sorts of adventures he would like to go on. He liked to imagine going far away, like to the moon.

One day, the little boy looked around and noticed the mop was missing. He began to look all around, asking his mom and dad if they knew where it was. But they didn't know. So the little boy went to the back yard and found his mop. It had gotten so big! He was so happy to see it there. 

The little boy thought of a plan. He ran to the kitchen and filled up the mop with water. Then he ran back out to the mop and sprayed it all over. He wisely used the mop to scrub off dirt and mud on the grass and it worked very well. The mop was so big that it could even clean the garden.

The little boy danced happily as he mopped around. He was sure glad he had such a large mop!",tiny_story,calib
poem_sum:1403,A Description of the Morning by Jonathan Swift,"Now hardly here and there a hackney-coach Appearing, show'd the ruddy morn's approach. Now Betty from her master's bed had flown, And softly stole to discompose her own. The slip-shod 'prentice from his master's door Had par'd the dirt, and sprinkled round the floor. Now Moll had whirl'd her mop with dext'rous airs, Prepar'd to scrub the entry and the stairs. The youth with broomy stumps began to trace The kennel-edge, where wheels had worn the place. The small-coal man was heard with cadence deep; Till drown'd in shriller notes of ""chimney-sweep."" Duns at his lordship's gate began to meet; And brickdust Moll had scream'd through half a street. The turnkey now his flock returning sees, Duly let out a-nights to steal for fees. The watchful bailiffs take their silent stands; And schoolboys lag with satchels in their hands.",poem_sum,calib
poem_sum:1794,The Sower by Victor-Marie Hugo,"Sitting in a porchway cool, Fades the ruddy sunlight fast, Twilight hastens on to rule-- Working hours are wellnigh past Shadows shoot across the lands; But one sower lingers still, Old, in rags, he patient stands,-- Looking on, I feel a thrill. Black and high his silhouette Dominates the furrows deep! Now to sow the task is set, Soon shall come a time to reap. Marches he along the plain, To and fro, and scatters wide From his hands the precious grain; Moody, I, to see him stride. Darkness deepens. Gone the light. Now his gestures to mine eyes Are august; and strange--his height Seems to touch the starry skies.",poem_sum,calib
poem_sum:1253,It's Raining by Guillaume Apollinaire,It's raining women's voices as if they had died even in memory And it's raining you as well marvellous encounters of my life O little drops Those rearing clouds begin to neigh a whole universe of auricular cities Listen if it rains while regret and disdain weep to an ancient music Listen to the bonds fall off which hold you above and below,poem_sum,calib
tiny_story:457645,TinyStory 457645,"Ben liked to swim in the pond with his big sister, Amy. They wore swimsuits and goggles and splashed in the water. Ben liked to pretend he was a fish and swim under the water. Amy liked to pretend she was a mermaid and swim on top of the water.

One day, they saw a big post in the pond. It was brown and hard and had a sign on it. Amy wanted to read the sign, but Ben did not. He wanted to swim around the post and see what was on the other side. He was stubborn and did not listen to Amy.

Amy swam to the post and looked at the sign. It said, ""Danger! Do not swim past this post. There are sharp rocks and strong currents."" Amy was scared and called for Ben. But Ben did not hear her. He swam past the post and felt the water pull him. He saw the sharp rocks and tried to swim back. But he could not. He was stuck.

Amy saw Ben in trouble and swam to help him. She grabbed his hand and pulled him away from the rocks. She swam with him to the shore and hugged him. She was angry and sad and said, ""Ben, you were very stubborn and very silly. You could have been hurt. You should have read the sign and listened to me.""

Ben was sorry and said, ""Amy, you were very brave and very kind. You saved me. I should have read the sign and listened to you."" He hugged her back and said, ""I love you, big sister."" Amy smiled and said, ""I love you, little brother."" They dried off and went home. They never swam past the post again.",tiny_story,calib
poem_sum:500,"I Am Much Too Alone in this World, Yet Not Alone Enough by Rainer Maria Rilke","I am much too alone in this world, yet not alone enough to truly consecrate the hour. I am much too small in this world, yet not small enough to be to you just object and thing, dark and smart. I want my free will and want it accompanying the path which leads to action; and want during times that beg questions, where something is up, to be among those in the know, or else be alone. I want to mirror your image to its fullest perfection, never be blind or too old to uphold your weighty wavering reflection. I want to unfold. Nowhere I wish to stay crooked, bent; for there I would be dishonest, untrue. I want my conscience to be true before you; want to describe myself like a picture I observed for a long time, one close up, like a new word I learned and embraced, like the everday jug, like my mother's face, like a ship that carried me along through the deadliest storm.",poem_sum,calib
poem_sum:771,Sonnet 116 by William Shakespeare,"Let me not to the marriage of true minds Admit impediments. Love is not love Which alters when it alteration finds, Or bends with the remover to remove: O, no! it is an ever-fixed mark, That looks on tempests and is never shaken; It is the star to every wandering bark, Whose worth's unknown, although his height be taken. Love's not Time's fool, though rosy lips and cheeks Within his bending sickle's compass come; Love alters not with his brief hours and weeks, But bears it out even to the edge of doom. If this be error and upon me proved, I never writ, nor no man ever loved.",poem_sum,calib
tiny_story:1975150,TinyStory 1975150,"Jim and Mary were best friends. One day Mary said to Jim: ""Let's have a party!"" Jim was excited. He quickly agreed.

Jim started to plan the party. He decided to invite some of their friends. A few days later, at the party, everyone was having a lot of fun. They played games and danced to music.

But Jim noticed that something was wrong: the party seemed very dull. He didn't know what to do. So he asked Mary for help.

Mary recommended that they get some decorations. She suggested balloons, streamers and music. Jim agreed and went to get them.

When Jim returned with the decorations, everybody cheered. The decorations made the party much more exciting and fun.

Everyone had a great time and thanked Mary for her recommendation.",tiny_story,calib
tiny_story:1246227,TinyStory 1246227,"Once upon a time there was a thin dog named Fluffy. Fluffy lived on a farm with lots of other animals. One day, Fluffy saw a farmer trying to save a pig from a muddy hole. Fluffy ran over and told the farmer his opinion.

""What do you think, Fluffy?"" asked the farmer.

""I think we should try to save the pig,"" said Fluffy.

The farmer smiled and thought it was a good idea. So they carefully pulled the pig from the muddy hole and Fluffy barked in excitement.

The farmer and Fluffy each gave the pig a big hug and congratulated each other on a job well done. Fluffy was so proud of himself for being able to help save the pig!

From then on, the farmer asked Fluffy for his opinion whenever he needed help. Fluffy was always happy to help him out and make sure the animals were safe and happy.",tiny_story,calib
tiny_story:1670104,TinyStory 1670104,"Once upon a time, there was a little boy. He was playing outside with a bucket of water. He scooped the bucket up and splashed it so he could make waves. When the waves got too big, the bucket started to feel heavy. But the boy kept on playing and kept on splashing.

Suddenly, from the water appeared a magical fish. It swam up to the boy and said a word to him. He was so scared, he almost dropped his heavy bucket!

But the magical fish just opened its mouth and said the same word again: ""Friends.""

The boy smiled, and so did the fish. They both knew that they were going to be friends for a long time. They kept splashing and playing together until the sun went down.",tiny_story,calib
poem_sum:1784,Reflections Irregular by John Rollin Ridge,"I cast a backward look--how changed The scenes of other days! I walk, a wearied man, estranged From youth's delightful ways. There in the distance rolleth yet That stream whose waves my Boyish bosom oft has met, When pleasure lit mine eye. It rolleth yet, as clear, as bold, As pure as it did then; But I have grown in youth-time old, And, mixing now with men, My sobered eye must not attend To that sweet stream, my early friend! The music of its waters clear Must now but seldom reach my ear, But murmur still now carelessly To every heedless passer-by. How often o'er its rugged cliffs I've strayed, And gaily listened, as its billows played Such deep, low music at their base-- And then such brightening thoughts would trace Upon the tablet of my mind! Alas, those days have run their race, Their joys I nowhere now can find. I have no time to think Of climbing Glory's sunny mount I have no time to drink At Learning's bubbling fount! Now corn and potatoes call me From scenes were wont to enthrall me-- A weary wight, Both day and night My brain is full of business matters, Reality has snatched the light, From fancy's head, that shone so bright, And tore the dreams she wove, to tatters!",poem_sum,calib
tiny_story:815591,TinyStory 815591,"Mary was very scared. She was all alone, and she didn't know what to do.

Suddenly, she heard a voice in her mind that said, ""Mary, pray."" She had never prayed before, but she wanted to be brave. So she closed her eyes and said a prayer.

As soon as she said the prayer, something strange happened. An exit appeared! It was a door she had never noticed before. She knew she was meant to go through it.

Mary took a deep breath and stepped through the exit. She was still a bit scared, but she felt safer too. She had prayed and something wonderful had happened.",tiny_story,calib
poem_sum:701,Complaint by James Wright,"She's gone. She was my love, my moon or more. She chased the chickens out and swept the floor, Emptied the bones and nut-shells after feasts, And smacked the kids for leaping up like beasts. Now morbid boys have grown past awkwardness; The girls let stitches out, dress after dress, To free some swinging body's riding space And form the new child's unimagined face. Yet, while vague nephews, spitting on their curls, Amble to pester winds and blowsy girls, What arm will sweep the room, what hand will hold New snow against the milk to keep it cold? And who will dump the garbage, feed the hogs, And pitch the chickens' heads to hungry dogs? Not my lost hag who dumbly bore such pain: Childbirth and midnight sassafras and rain. New snow against her face and hands she bore, And now lies down, who was my moon or more.",poem_sum,calib
tiny_story:1674590,TinyStory 1674590,"One day, Joe went to see his grandpa on the porch. Joe loved the porch because it was thick and strong. Grandpa had three cats, they were so fluffy and cute.

Joe asked, ""Grandpa, do you own these cats?""

Grandpa smiled and said, ""Yes, Joe, I own the cats."" Grandpa reached down and patted each one of the cats on their heads.

Joe was very happy. He loved the cats so much. He ran over and gave each cat a big hug.

Grandpa said, ""Remember, Joe, these cats are my pets so I own them.""

Joe nodded and said, ""Yes, I remember, Grandpa. You own the fluffy cats."" Joe smiled and hugged the cats one more time before it was time to go.",tiny_story,calib
tiny_story:1128168,TinyStory 1128168,"Once upon a time there was a king who lived in a castle on top of a hill. He was very sad because he was worried.

He didn't have any friends because he was very rude. He shouted and yelled when anyone tried to talk to him.

One day a friendly princess came to visit him. Immediately, the king felt happier and less worried.

The princess and the king talked and talked and had lots of fun. The princess told him stories and they laughed together.

The king stopped being so rude and learned how to be polite. Everyone in the kingdom was glad to be friends with the king.

He was no longer worried and he lived happily with the princess in his castle on the hill. The end.",tiny_story,calib
