name_of_work,content,source
VIST Story 46943,"the first day of preschool was very exciting . all the moms and dads stayed to help the kids settle in . my daughter found some great games to play with . she loved the train that she could ride around the room . she had so much fun , she ca n't wait for tomorrow 's class .",vist:test.story-in-sequence.json:story_46943
VIST Story 46944,"we 've been visiting preschools for weeks now , looking for the right one for our little [female] . i have to say , i was fairly impressed with miss [female] 's play preschool . there were a huge amount of educational toys , all well kept and clean . [female] adored the train you could ride around the room . i loved the big smile on [female] 's face when i told her she 'd be going to miss [female] 's for preschool next year !",vist:test.story-in-sequence.json:story_46944
VIST Story 46945,"inside this spooky house , important business is happening . all these pumpkins shall be transformed into [male] o'lanterns . the family takes their task very seriously . first a face is drawn on the pumpkin then a sharp knife is used to carve the face out . a candle is placed inside and the pumpkin will glow for hours .",vist:test.story-in-sequence.json:story_46945
VIST Story 46946,a family gets together after dinner to care the pumpkins . one pumpkin even gets a [male] mask to make it more festive . the house is decorated outside for the trick or treaters . three carved pumpkins add a spooking glow in the dark . pink lights shine down on the decorated front porch .,vist:test.story-in-sequence.json:story_46946
VIST Story 46947,"we decorated our house on halloween for the first time . then , we gathered at the dinner table to design our pumpkins . with a bit of work , we were able to carve out the seeds and implant faces into the pumpkins . here i am , unleashing my creation to the world . in the aftermath , we are proud to display our jack-o-lanterns .",vist:test.story-in-sequence.json:story_46947
VIST Story 46948,carving pumpkins has always been a family tradition . [male] skipped cutting his pumpkin and dressed it up . our house looked quite eerie from the outside . the pumpkins ended up looking good . our house lit up every time a trick-or-treater came by .,vist:test.story-in-sequence.json:story_46948
VIST Story 46949,this year we decorated the porch for halloween . the family got together and carved some pumpkins also . it was so fun scooping out all the inside and cutting out the faces . dad was very serious when it came time for to put the knife to his pumpkin face . in the end they all turned out great .,vist:test.story-in-sequence.json:story_46949
VIST Story 46950,"a woman brings her dog to the halloween party for pets . this sweet little dog is has devil horns for the party . what a cute dog dressed as a pumpkin . an adorable pooch dressed as a king complete with robe and crown for the party . a black and white dog dressed in prison togs , hope he does n't try to escape .",vist:test.story-in-sequence.json:story_46950
VIST Story 46951,i was so excited to take my dog snuggles to the pet meetup . there were so many cute dogs at the meetup . the outfits were adorable but i wanted to find a friend for snuggles . finally i spotted a dog that was dressed as superman that looked perfect for snuggles . i met some great people at the meetup and set up play dates for snuggles .,vist:test.story-in-sequence.json:story_46951
VIST Story 46952,the halloween parade was well under way . everyone had been dressed up . the dog lover came out in full force . all of the dog 's were dressed up . and some were n't allowed to leave !,vist:test.story-in-sequence.json:story_46952
VIST Story 46953,"this year she brought her dog to watch the halloween dog parade . there are so many cute costumes , like this little devil . this dog looks just like a jack 'o lantern . some dogs prefer a more `` royal '' look . but the winner of this years award for cute , goes to this little prisoner .",vist:test.story-in-sequence.json:story_46953
VIST Story 46954,maddie wanted to go to the local dog park on halloween . one dog did n't have much of a costume . i laughed when i saw a dog dressed as a pumpkin . some people treat their dogs like royalty . other owners treat their dogs like prisoners .,vist:test.story-in-sequence.json:story_46954
VIST Story 46955,"vulcan village held their own trick or treat event . groups of children in costume traipsed from house to house for candy treats . the children loved being in their costumes and were enjoying their adventure . a few people gave out candy on the sidewalk . the small heros , witches , ghosts had their bags filled with delicious treats .",vist:test.story-in-sequence.json:story_46955
VIST Story 46956,the party started outdoors in preparation for trick or treating . the little ones had fun crafting . the older ones has a chance to socialize . everyone in the community participated . it was cool to see the community come together .,vist:test.story-in-sequence.json:story_46956
VIST Story 46957,everyone got together to celebrate halloween . the younger kids made arts and crafts . even the older kids were being creative . the best part was the candy . we all got to walked together while we trick or treated around the neighborhood . it was a very memorable day .,vist:test.story-in-sequence.json:story_46957
VIST Story 46958,"vulcan village welcomed us at this booth . we were directed to go outside for the candy and games . a member of organization organization told us a funny story . halloween would n't be a day without candy . lastly , one of the guests took her time picking out the best candy .",vist:test.story-in-sequence.json:story_46958
VIST Story 46959,"i read in the paper about this section of town that really does up trick-or-treating big . they change their name for the night to vulcan village ! i got together the whole gang , and we headed out to vulcan village for fun . the kids were super excited , as kids always are on the halloween . they have a special afternoon trick-or-treating policy , which is great , because kids get scared after dark . janey got so much candy ! i loved the whole experience .",vist:test.story-in-sequence.json:story_46959
VIST Story 46960,when my brother got out of the hospital he decided to throw a halloween party . he invited over all his friends . he did n't know his bottom was exposed . all of us then got dressed up in costumes . this couple won the best costume award .,vist:test.story-in-sequence.json:story_46960
VIST Story 46961,"we had a great time at the halloween party . and a lovely dinner at a nearby restaurant . it was a mix of families and couples . many of the couples dressed in matching costumes but all to soon , the babies , had to go home .",vist:test.story-in-sequence.json:story_46961
VIST Story 46962,"it is halloween again , that is not an escaped medical patient . we are having a party , and everyone has arrived . check out all the cool costumes . we decided to take the party outside since it is so nice . some of our costumes are really amazing today .",vist:test.story-in-sequence.json:story_46962
VIST Story 46963,"[male] was really excited about his costume for the halloween party . here he is giggling to himself as he thinks about revealing the true surprise of his costume . and , of course , he has to make sure that everyone gets a good look at his fake behind . although he is a little disappointed that he does n't get to show off that part of his costume in the group shot . in the end , though , he had to give it up for the day of the dead couple for having the best makeup .",vist:test.story-in-sequence.json:story_46963
VIST Story 46964,"we see this man in a hospital gown . everyone at the table seemed to enjoy the company of the man . he showed us his elaborate details of his costume . with food in their stomachs , they decided to take a break outside . lastly , this couple won the costume contest .",vist:test.story-in-sequence.json:story_46964
VIST Story 46965,"dad was helping [female] as she dressed for the school play . she happily receives his help and shows off her face paint . she is now ready with the headpiece and wings . the side view shows the wings more clearly . she joins her class and occupies the central point in the class picture . thanks for your help , dad .",vist:test.story-in-sequence.json:story_46965
VIST Story 46966,the children had a fun time at the costume party . the loved having their faces painted . the entire class behaved well so everyone got to participate . they played guessing games indoors . they loved the dance show they got to witness the teachers doing .,vist:test.story-in-sequence.json:story_46966
VIST Story 46967,the kindergartners got all dressed up for halloween this kindergartner could n't wait to go to school . today was the big classroom party . first they played games and other fun activities . finally it was time for the costume parade around the building .,vist:test.story-in-sequence.json:story_46967
VIST Story 46968,"all the kids at the party dressed up in the backyard . here is the girl at the party . here is a picture of the kids at school all dressed up . the dressed up kids are dancing and having fun . outside at the dress up party , the kids are having fun .",vist:test.story-in-sequence.json:story_46968
VIST Story 46969,this halloween our daughters daycare thew the kids a party . they had face painting and [female] chose a rainbow for her cheek . she looked so cute dressed up as a fairy princess . she really enjoyed singing along to the music they had playing . all the kids were so cute in their costumes and had so much fun .,vist:test.story-in-sequence.json:story_46969
VIST Story 46970,"we come together with friends and family to prepare the pumpkins . once all the pumpkins are picked by size and shape , we start to clean them out . all pumpkins placed on the table with so many different looks . we gather in the beginning and party at the end . what a harvest at halloween .",vist:test.story-in-sequence.json:story_46970
VIST Story 46971,"friends gathered for a pumpkin carving party . when everyone arrived , they got to work . the worked hard for about an hour . they displayed the pumpkins on table . the most exciting part was turning off the lights to watch them glow .",vist:test.story-in-sequence.json:story_46971
VIST Story 46972,i made a lot of new friends at the pumpkin carving party last week . everyone showed me how to make the best jack-o-lanterns . it was a lot of hard work . after a few hours we were all finished . they looked great outside at night .,vist:test.story-in-sequence.json:story_46972
VIST Story 46973,"pumpkin carving contest . dude , pull your pants up ! the girls were carving away , flirting with each other . the finished product nine excellent jack-o-lanterns . relaxing afterward with a few beers . happy halloween everyone .",vist:test.story-in-sequence.json:story_46973
VIST Story 46974,"the smith family know they needed the best lanterns for halloween . work began early , with family members taking shifts to get the pumpkins carved . it was hard work , but they knew it would pay off in the end . at the end of they day , there was an entire table full of jack o lanterns . come night fall , the smith 's had the scariest house on the street .",vist:test.story-in-sequence.json:story_46974
VIST Story 46975,we love costume parties and love to have them at our home because it is our favorite holiday . we get a kick out of all the different ideas our family/friends come up with for costumes and alien costumes are no exception . some come up with the most unique ideas and it does not cost a lot of money because she used a paper bowl for a hat and transformed herself into what i think is a clown . scary costumes are great and a vodoo mask is always welcome and i really liked this one . i did not even recognize my friend in this costume when i first saw him because he looked so different and scary which makes it a lot of fun .,vist:test.story-in-sequence.json:story_46975
VIST Story 46976,the friends were having a halloween party . they bought decorations . they bought costumes . they invited over all kinds of friends . then they had their party .,vist:test.story-in-sequence.json:story_46976
VIST Story 46977,when i got back from work there was a lot of people in my apartment . they had a surprise halloween party for me . they were all very happy to see me . some people had some great costumes . i was really happy they threw the party .,vist:test.story-in-sequence.json:story_46977
VIST Story 46978,so we had a nurse and a ghoul show up at the party . and an alien and 60 's chick . this guy was just lazy . but her costume is good . and there was this cross between leatherface and [male] blart . and some ball player with a pixie .,vist:test.story-in-sequence.json:story_46978
VIST Story 46979,halloween finally arrived . everyone took part putting together outfits from their closets . we had rockstars among us . but the most ingenious prop was the evil plank . though im not sure our co-worker was happy losing the contest to a piece of wood .,vist:test.story-in-sequence.json:story_46979
VIST Story 46980,we decided to have a party for halloween . all my friends came over to my house . we had a lot to drink and many people showed up . we all were very chatty that night . i wound up needing some alone time later just for me .,vist:test.story-in-sequence.json:story_46980
VIST Story 46981,the friends were all dressed up for halloween . they went out to eat at a restaurant . then they went back to the house . they continued the party there . they danced the night away .,vist:test.story-in-sequence.json:story_46981
VIST Story 46982,everyone showed up to my apartment last week for the party . there were a lot of people . we all had to sit very close to each other to fit . we had some food delivered . it was delicious . afterward we all sat and relaxed while drinking some tea .,vist:test.story-in-sequence.json:story_46982
VIST Story 46983,it was an epic halloween party . the house was decorated up with lights . my friends were stoned out of their minds . i 'm not sure they even knew i was taking pictures . they are crazy all the time .,vist:test.story-in-sequence.json:story_46983
VIST Story 46984,the halloween party was a success the guys had a great time talking and dressing up with each other . the boys had all kinds of costumes and fun times overall .,vist:test.story-in-sequence.json:story_46984
VIST Story 46985,my dad got a whole head tattoo . now he looks good with my mom who also tattooed her whole head blue . they went to the uso nostalgia bar to celebrate . misery and death showed up to spoil the party . soon everybody began to leave .,vist:test.story-in-sequence.json:story_46985
VIST Story 46986,"our local bar threw their annual halloween party last weekend . it was fun , a lot of drunks wearing rubber masks . pretty much standard . [male] seemed to be a big target for the drunk masked people , but he kept smiling . but things got kinda weird when they announced their own version of `` coyote ugly '' was going to take place . and so a lot of the waitresses and some of the patrons jumped up on the bar and danced . it was pretty wild .",vist:test.story-in-sequence.json:story_46986
VIST Story 46987,the stage is set for a halloween party . this guest does n't seem very scared of the ghoul ! people were having a good time trying on scary masks . some of the ladies decided to go all out with their costumes . everybody was having a good time dancing and showing off their costumes .,vist:test.story-in-sequence.json:story_46987
VIST Story 46988,there were a lot of costumes at the party last night . they were all very scary . there were some dancers up on the stage as well . the people in the scary costumes stayed at the party for a while . i left because they were scaring me .,vist:test.story-in-sequence.json:story_46988
VIST Story 46989,"the company halloween party set up was very artistic . this mask was so lifelike , it was almost scary . i decided to take the mask and attempt to scare my boyfriend , epic fail . there were some patrons , that decided it was time to dance on the bar . the dance was quite raunchy in nature .",vist:test.story-in-sequence.json:story_46989
VIST Story 46990,m & ms came over for a visit . i told my sisters eminem was in the house downstairs . they ran down the stairs but he joke was on them . mom and dad also ran downstairs to see . my sister laughed at them and started dancing around because they fell for it too .,vist:test.story-in-sequence.json:story_46990
VIST Story 46991,we were waiting for the surprise of the night . everybody is laughing and having fun . the surprise of the night has arrive and starts to dance all night . the dancer has finished her moves and we take the best picture ever . of course he fellas enjoyed the show .,vist:test.story-in-sequence.json:story_46991
VIST Story 46992,my costume had finally arrived in the mail just in time for the party . i had a great time showing it to all the people there . after a while i decided to rest in the living room . i had a great time there . some of the other costumes were very good too .,vist:test.story-in-sequence.json:story_46992
VIST Story 46993,the giant m & m costume was a treat and there were many beautiful ladies . he had to take a break though and others took photos while the pretty lady danced .,vist:test.story-in-sequence.json:story_46993
VIST Story 46994,rob showed up to the halloween party dressed as an orange m & m . [female] and [female] looked so cute in their outfits . rob did n't have any luck with the ladies so he sat down to collect his thoughts . [male] showed rob how to pick up a woman . [female] took her belly dancer costume too far when she decided to perform the world 's worst dance .,vist:test.story-in-sequence.json:story_46994
VIST Story 46995,"looks like halloween reporting has the got the best of me . do i really look happy ? this scare crow would make the corn field cry ! i 'm in love with the clown . cool dude , how about a little purple .",vist:test.story-in-sequence.json:story_46995
VIST Story 46996,"remember when halloween was scary monsters and stuff ? well evidently no one at [male] and steph 's party did . i spent most of the night trying to figure out what [male] was supposed to be . and [male] as a really politically incorrect pimp ... that was just sad . [male] had a pretty accurate army costume , because it was his actual organization . well at least [male] was scary , since i hate clowns . but [female] still does n't get what dressing up means .",vist:test.story-in-sequence.json:story_46996
VIST Story 46997,when i got to the party everyone was already there . there were many different kinds of costumes . one was made out of paper . some were very flashy . others were wearing their work uniforms . some people forgot and thought it was a birthday party .,vist:test.story-in-sequence.json:story_46997
VIST Story 46998,"i hate halloween parties . everyone is dressed up with weird hair . others try to scare you , but they just look stupid . the clowns are kinda creepy . the most bizarre was my friend trying to be a pimp .",vist:test.story-in-sequence.json:story_46998
VIST Story 46999,a harvard student wore his exams to the party with a guy with rainbow hair . [male] also made an appearance to save the girl from the clown . the pimp was the coolest guy of all .,vist:test.story-in-sequence.json:story_46999
VIST Story 47000,"the kids dress up for the halloween party . this little tot is a spooky ghost ! some of the costumes are creepy and some are as favorite movie characters such as darth vader . too much partying has put this little guy to sleep ! after waking up , it looks like maybe he 's ready for some candy ! halloween is a favorite holiday for the entire family .",vist:test.story-in-sequence.json:story_47000
VIST Story 47001,"the annual community holloween night , hosted by the wicked witch of the library was a raging success . whether in costume or not , kids of all ages enjoyed games and activities . ninjas were on hand to provide security . even the most devilish of the revelers had a rousing good time . everyone had such a good time , sleep came all too easy !",vist:test.story-in-sequence.json:story_47001
VIST Story 47002,"today is halloween . the friends and family all dressed up to celebrate the day . even the baby dressed up . i do n't really think the baby knew what was going on , though . it was a nice memorable halloween for the family .",vist:test.story-in-sequence.json:story_47002
VIST Story 47003,"the baby was dressed as a spirit for halloween the other kids were also dressed as vampires . but the little one was so warn out she went to sleep right in the middle of the event mom woke him up , when they had to go . he was still exhausted they took pictures of the whole family before going home .",vist:test.story-in-sequence.json:story_47003
VIST Story 47004,for halloween this year we took the family to the local community center event . there were games set up for the kids to play . everyone was dressed up in their costumes . it was great seeing everyone looking so festive . the baby did n't make it long before he was tuckered out and ready to sleep .,vist:test.story-in-sequence.json:story_47004
VIST Story 47005,the toy store was full of goodies . they waited in line to purchase keepsakes . rows and rows of stuffed animals filled the shelves . a pair was bought by one of the girls . workers dressed in costumes greeted shoppers .,vist:test.story-in-sequence.json:story_47005
VIST Story 47006,"the organization bus told us we were in the right place . a whole store of pokemon stuff , cards , games toys ... lots and lots of plush toys . me and my friends had such a good time . there were plenty of costumed characters and cosplay .",vist:test.story-in-sequence.json:story_47006
VIST Story 47007,"we were first transported to organization organization in a windowless van . but when we arrived at the center , we were so overwhelmed we could n't decide where to look first . the shelves were crammed with wall-to-wall cuteness . look at these plushies . of course , we wanted to capture ourselves at this moment - we were in ecstasy ! there were some promos for pokemon saga going on at the time , so visiting the booth was a great way to wrap up the experience .",vist:test.story-in-sequence.json:story_47007
VIST Story 47008,my friends and i were on a trip in another country . we found a pokemon shop and knew we had to go inside . they had plush toys of my favorite characters . we all enjoyed our time on the trip . it was very unique and the culture was vibrant . it was a good day .,vist:test.story-in-sequence.json:story_47008
VIST Story 47009,pokemon ! a pokemon store ! there is so much merchandise to see . look at all these different pokemon plush toys . these are just a couple that i bought . they even had pokemon characters roaming the store .,vist:test.story-in-sequence.json:story_47009
VIST Story 47010,"the tour de location is the most popular sporting event in the world . crowds flock to the streets to wave at the riders . these folks have wisely stepped back to allow the super fast bikers to pedal their way across the finish line . suki , [female] , and [female] salute their favorite rider , speed racer . here he comes now ! whew , speed . now you can park that bike and receive the honors you have earned . winner of the [female] poster collection and khaki pants ... speed racer ! what a man .",vist:test.story-in-sequence.json:story_47010
VIST Story 47011,i rode my bicycle to comic con . the crowd was heavy . i saw a few characters walking through the crowd too . i followed them to their display area . we stayed there until the sun started going down .,vist:test.story-in-sequence.json:story_47011
VIST Story 47012,the streets were filled during the festival . some came dressed in huge cartoon outfits . they were fun to dance and take pictures with . we got around using rent-able bikes . it was a memorable day .,vist:test.story-in-sequence.json:story_47012
VIST Story 47013,there were lots of people out at the event . the characters were all on the stage . these were my favorite three characters . people even biked to get to the event . here is a picture of the boy with some characters .,vist:test.story-in-sequence.json:story_47013
VIST Story 47014,people rode their bikes to the festival . it was very crowded . there were characters and people in costumes . they posed for the fans . the festival continued into the evening .,vist:test.story-in-sequence.json:story_47014
VIST Story 47015,"the organization homecoming game recognized breast cancer awareness . the homecoming queen and her court were excited for the game . the whole homecoming court stops for a picture . it 's almost game time , but there is time for one more shot with the adorable court pages . the pages pose with the wildcat mascot , dreaming of their high school futures .",vist:test.story-in-sequence.json:story_47015
VIST Story 47016,the homecoming dance was last night . so many of the high school students showed up early for pictures . many of the couples were all friends . the kids were so happy to be there . even some of the younger siblings were there ! it was so cute .,vist:test.story-in-sequence.json:story_47016
VIST Story 47017,the cheerleaders were celebrating the big game . the girls were all dressed in their prom dresses . they took a picture with the football team . a lot of there families joined in the picture . the kids were a little scared of the mascot .,vist:test.story-in-sequence.json:story_47017
VIST Story 47018,this was sure to be an exciting homecoming game . there were five contestants for homecoming queen . the homecoming king and queen contestants really look nice . it 's going to be a hard decision . here is all of the royalty together . the flower girl and crown bearer look so cute with our mascot .,vist:test.story-in-sequence.json:story_47018
VIST Story 47019,"starting the football season off right with our homecoming game . the homecoming queen and her ladies looked stunning . our wonderful football team , do n't they look great next to the homecoming court ? all lined up and enjoying their moment in the spotlight . the little ones posing with our team mascot . they 'll be on the field one day soon !",vist:test.story-in-sequence.json:story_47019
VIST Story 47020,"there are family reunions , and then there are family reunions where the people are actually happy to see each other . many of the [male] family catch up with their cousins they have n't seen in a long time . embarrassing siblings tell the tales of their travels and somehow seems less embarrassing than inspiring . some things never change though , and it 's not long before the croquet mallets come out . it turns out some have been practicing over the last few years !",vist:test.story-in-sequence.json:story_47020
VIST Story 47021,"[male] 's job has decided to have a croquet picnic with new investors . [female] , one of the members of the new investment company , takes her son [male] to meet [female] and [male] , and their new baby . [male] has his turn in the croquet tournament . he concentrates on his shot . [male] , a member of one of the opposing teams , takes his turn on the croquet match . the concentration paid off , [male] and his team won the tournament !",vist:test.story-in-sequence.json:story_47021
VIST Story 47022,there is a party going on under this tent . food and drinks are being offered to the people . games of cricket are getting ready to be played . a man with shades on is up to hit as we speak . everyone is patiently waiting their turn .,vist:test.story-in-sequence.json:story_47022
VIST Story 47023,several people showed up for the lawn game party . everyone is chatting awhile before the lawn games start . i guess we will be first up . here we are all set to start . let the games begin !,vist:test.story-in-sequence.json:story_47023
VIST Story 47024,we arrived late at the party and it was n't by accident . i was n't looking forward to another boring gathering . but a croquet game started and it was really fun . i had n't played since i was a kid but i did pretty well . i 'll happily attend more family functions if games are played .,vist:test.story-in-sequence.json:story_47024
VIST Story 47025,"community run by the community center to start.it was a great turn out and amazing to see so many people participate.i do n't know how they do it.i 'd literally die running a mile . men and women from all walks of life , large and small . one mile marker..wow look at that stride . i 'm not sure of the actual distance run or who was first through the finish line.but the picture i took was at 35:32.running that long is a work out i think . many people coming in still after 35 minutes of running.they all gave it a good try and did really well .",vist:test.story-in-sequence.json:story_47025
VIST Story 47026,we had a 5k race for charity lots of kids took interest and it was a success at the first mile people started to get tired some girls kept going they made it to the end,vist:test.story-in-sequence.json:story_47026
VIST Story 47027,we 're getting ready to start the big race ! my wife and i run this race yearly for charity . off we go ! this is the one mile marker ... ..not much more to go ! there 's my wife tied for the lead ! my wife finished 2nd ! congrats [female] !,vist:test.story-in-sequence.json:story_47027
VIST Story 47028,[male] signed up for the local marathon . he had a great start and was leading the crowd . by the time he reached the one mile mark he noticed no competition . in fact most of the runners were struggling far behind . it took them 35 minutes to even reach the one mile mark .,vist:test.story-in-sequence.json:story_47028
VIST Story 47029,"everyone lines up before the race starts . the gun goes off and everyone starts running . at the one mile mark we have lost half of the runners . at the end of the race people started showing up . one after another , people made some good time !",vist:test.story-in-sequence.json:story_47029
VIST Story 47030,there was many things of diplay from shirts to signed memorabilia a lot of different and interesting documents this museum showed off many great treasures it would be an honor to see these masterpieces,vist:test.story-in-sequence.json:story_47030
VIST Story 47031,there were a lot of cool things at the museum . the had so many different pieces of paper . some of them were diplomas . i saw some rare shirts . it was a lot of fun .,vist:test.story-in-sequence.json:story_47031
VIST Story 47032,some historic items are displayed at the university exhibit . [female] the riveter is a famous symbol of women 's contribution to war . the exhibit includes newspaper clipping of significant events . more clippings and pictures help tell the story of the university . some famous teams and students from long ago are also honored .,vist:test.story-in-sequence.json:story_47032
VIST Story 47033,here are some of the historical archives of a great war hero . there are many articles written about sergeant goodfellow . i like the articles about his heroic efforts at war and at home . sergeant goodfellow helped many people in his short life . when i grow up i want to be just like sergeant goodfellow .,vist:test.story-in-sequence.json:story_47033
VIST Story 47034,the national newspaper museum contains a great many famous articles . this includes pieces written from the start of wwii . famous writings from many historical periods make up the collection . a visitor is invited to view and read these pieces as they originally appeared . it is a worthy destination for any lover of history or newspapers .,vist:test.story-in-sequence.json:story_47034
VIST Story 47035,i had a great time at the picnic last week . there were a lot of people there . the children had a great time . we told them stories . some of the stories were very scary .,vist:test.story-in-sequence.json:story_47035
VIST Story 47036,"today was a special day for some local kids . they would get to meet some football players from the local team and see a play . parents and kids alike were eager to meet their favorite football players as they lined up for autographs and pictures . the football players were really nice to the kids and took the time to sign autographs for all of them , including pictures as well . afterward , the kids got to watch a funny play including the mascot and some local comedians . after the play , children got to take pictures with the comedians and the mascot . it was a great day for everyone .",vist:test.story-in-sequence.json:story_47036
VIST Story 47037,"many came out to support the program , including many future footballers . donations were coming in fast and the booth stayed busy . including taking this 10,000 dollar check from [male] smith . which , lead to coach palmer shouting to the rooftops ... and , the cardinal mascot chasing his daughter down for a celebratory hug !",vist:test.story-in-sequence.json:story_47037
VIST Story 47038,the family took the kids to a summer camp . they learned more about the camp when they arrived . they signed the kids up for the camp for the day . the kids had fun listening to the camp leader talk . at the end of the day the kids got to meet the camps mascot .,vist:test.story-in-sequence.json:story_47038
VIST Story 47039,the family was all helping out at the event . there were giant fingers and kids were cheering at the old man .,vist:test.story-in-sequence.json:story_47039
VIST Story 47040,they pulled up at the field ready for the big game . it was crowded and hard to tell what was going on . fortunately the announcer was on top of keeping the crowd informed . the end of the game was celebrated with a small community concert . then the community enjoyed the beautiful sunset over their small town .,vist:test.story-in-sequence.json:story_47040
VIST Story 47041,"[male] had the brilliant idea of holding an improptu concert at his home . he needed a stage so he called his friend to bring him his truck with the towing platform . it was the perfect size for the band . the band played all night long for the guests . as the sun went down , the band continued playing to the joy of others .",vist:test.story-in-sequence.json:story_47041
VIST Story 47042,one white car and one blue car . alot of people in football fields . person watching football in room . person play guitar outside home . tree at night times .,vist:test.story-in-sequence.json:story_47042
VIST Story 47043,"it 's a big day in the town of tide location . the local football team is in the championship . the announcer has a live feed going to a local radio station . many people are having parties at home to celebrate . after winning the game , everyone settled down for a nice evening under the stars .",vist:test.story-in-sequence.json:story_47043
VIST Story 47044,"everyone was getting ready for the after game party . the football game was so exciting , the home team won . [male] had so much fun announcing the game . after the game , all the players headed to the captain 's house . after such a great game , it was fun to watch the sun set .",vist:test.story-in-sequence.json:story_47044
VIST Story 47045,it was a college basketball game the basketball player slammed dunked the ball during warm ups the band played their team on and met with the announcers of course the cheerleaders lead their way as well,vist:test.story-in-sequence.json:story_47045
VIST Story 47046,the basketball game was a lot of fun yesterday . i brought the entire family with me . we all had a great time . the mascot was very entertaining . the band also played music for everyone .,vist:test.story-in-sequence.json:story_47046
VIST Story 47047,"here to watch the game and scream to support my team . the 1st dunk of the game , looking good . the band is playing their little hearts out . shaking hands is a big part of the game . the cheerleaders are really pretty girls .",vist:test.story-in-sequence.json:story_47047
VIST Story 47048,"it seemed that everyone had come to see [male] perform for the halftime show , including [male] and [female] . and , their little brother and mother ! and , the mean girls of chestnut night school even came out to support [male] . and , then he took of , leaping over the cardinal mascot and slammed the ball home . and , the band celebrated certain victory for [male] in the slam dunk contest !",vist:test.story-in-sequence.json:story_47048
VIST Story 47049,our high school team made it to the championship . fans from every age group attended . these girls are dating some of the players . the game winning slam dunk was made by our best player . i almost joined the band this year . now i wish i had .,vist:test.story-in-sequence.json:story_47049
VIST Story 47050,the military museum included a lot of memorabilia . from wars spanning decades . and weapons used in all those wars . the front yard had replicas of tanks . and the roof held a replica helicopter .,vist:test.story-in-sequence.json:story_47050
VIST Story 47051,this was a war memorial it was dedicated to fallen soldiers many fallen were honored here and many guns were on display it 's a great place to visit and pay tribute,vist:test.story-in-sequence.json:story_47051
VIST Story 47052,"the local armory is now part museum . it houses old cannons and relics from previous wars . inside , there are pictures of more modern combat . it also houses many guns and weapons , to show the technological advancement . usually , it is very quiet outside . but you can always find at least one or two veterans who return and sit outside , just remember their days at war .",vist:test.story-in-sequence.json:story_47052
VIST Story 47053,this cannon is displayed outside a war museum . the exhibits include soldiers carefully entering a building . these are some weapons used to fight battles over the years . tanks from old wars are lined up outside . there is even a helicopter on display on the roof .,vist:test.story-in-sequence.json:story_47053
VIST Story 47054,the war museum was neat . they had exhibits . many guns were on display . the outdoor area was nicely designed . the helicopter is the highlight of the museum .,vist:test.story-in-sequence.json:story_47054
VIST Story 47055,"our high school marching band looked sharp in the parade . the night before they had to recruit a football player to fill in at trumpet at half time . he was so good , they gave him a regular uniform for the parade . the sophomores had an interesting float promoting crayons instead of pencils for class work . one of the teachers did not appreciate this idea and threw erasers at the float .",vist:test.story-in-sequence.json:story_47055
VIST Story 47056,"the school band was ready for the parade . although they had often performed at football games , they had never marched in a parade before . most of the band members were upset they were behind the cheerleaders in the line up . but they still gave their best effort . most people in the crowd were not impressed .",vist:test.story-in-sequence.json:story_47056
VIST Story 47057,today we went to go support my school 's marching band . this is a photo of them standing and getting ready . they are preparing to walk down the street for the parade . they are walking down the street with all the other floats and teams . a lot of friends and family came out to support the marching band .,vist:test.story-in-sequence.json:story_47057
VIST Story 47058,the marching band marched in the parade . they began to play their instruments . when the parade began they marched along with the floats . the student body even had it 's own float . all of their friends and family was there to cheer them on .,vist:test.story-in-sequence.json:story_47058
VIST Story 47059,"my son , [male] , is part of a fantastic high school . the football program is top notch . the marching band can not be reckoned with by competitors . a parade happens every week . [male] is a proud teacher at organization 's high school .",vist:test.story-in-sequence.json:story_47059
VIST Story 47060,it was an important game day at organization . the crowd was excited . everyone stood up during the national anthem . when the anthem was over everyone cheered . organization organization has a vibrant football culture .,vist:test.story-in-sequence.json:story_47060
VIST Story 47061,we went to see the fireworks last weekend . i love fireworks . there were many different kinds filling the night sky . i liked the multi colored ones . the closeups look very pretty .,vist:test.story-in-sequence.json:story_47061
VIST Story 47062,the big game was scheduled for today . as we walked toward the entrance we saw the marching band lining up outside . the college was enormous with huge columns flanking the doors . they showed alot of school pride . we sat just in the nick of time to see the opening ceremony !,vist:test.story-in-sequence.json:story_47062
VIST Story 47063,"got to enjoy a organization football game with extras . here is the band , they are huge and very good at what they do . these were the singers who sang during the band performance . lovely , they spelled out organization ! got to see the world 's largest drum too .",vist:test.story-in-sequence.json:story_47063
VIST Story 47064,my uncle [male] made us go to the organization game saturday . he went to organization and he thinks they are great ... no matter what else anyone thinks . we all had to sit in the bleachers and wear some ridiculous brown coats . the game was good . but none of us except him are organization fans . he really thought it was a big deal to hit the world 's largest drum . poor guy .,vist:test.story-in-sequence.json:story_47064
VIST Story 47065,i had a great time at the high school ball game yesterday . there were many cheerleaders there . their routine was very good . there were a lot of ceremonies afterward . the game was very close .,vist:test.story-in-sequence.json:story_47065
VIST Story 47066,"our beautiful daughter and her boyfriend , are king and queen . our awesome cheerleading squad . a wonderful game , we won ! cheerleaders being presented with a spirit stick . our state champion marching band awesome job guys !",vist:test.story-in-sequence.json:story_47066
