id,dataset_type,name_of_work,content,source
poem_0155,poem,To a Snail by Marianne Moore,"If ""compression is the first grace of style,"" you have it. Contractility is a virtue as modesty is a virtue. It is not the acquisition of any one thing that is able to adorn, or the incidental quality that occurs as a concomitant of something well said, that we value in style, but the principle that is hid: in the absence of feet, ""a method of conclusions""; ""a knowledge of principles,"" in the curious phenomenon of your occipital horn.",poem_sum:poemsum_train.csv:row_134
poem_0156,poem,A Description of the Morning by Jonathan Swift,"Now hardly here and there a hackney-coach Appearing, show'd the ruddy morn's approach. Now Betty from her master's bed had flown, And softly stole to discompose her own. The slip-shod 'prentice from his master's door Had par'd the dirt, and sprinkled round the floor. Now Moll had whirl'd her mop with dext'rous airs, Prepar'd to scrub the entry and the stairs. The youth with broomy stumps began to trace The kennel-edge, where wheels had worn the place. The small-coal man was heard with cadence deep; Till drown'd in shriller notes of ""chimney-sweep."" Duns at his lordship's gate began to meet; And brickdust Moll had scream'd through half a street. The turnkey now his flock returning sees, Duly let out a-nights to steal for fees. The watchful bailiffs take their silent stands; And schoolboys lag with satchels in their hands.",poem_sum:poemsum_train.csv:row_283
poem_0157,poem,Romeo and Juliet Act II Prologue by William Shakespeare,"Enter Chorus Chorus Now old desire doth in his death-bed lie, And young affection gapes to be his heir; That fair for which love groan'd for and would die, With tender Juliet match'd, is now not fair. Now Romeo is beloved and loves again, Alike betwitched by the charm of looks, But to his foe supposed he must complain, And she steal love's sweet bait from fearful hooks: Being held a foe, he may not have access To breathe such vows as lovers use to swear; And she as much in love, her means much less To meet her new-beloved any where: But passion lends them power, time means, to meet Tempering extremities with extreme sweet. Exit",poem_sum:poemsum_train.csv:row_1956
poem_0158,poem,The friend by Marge Piercy,"We sat across the table. he said, cut off your hands. they are always poking at things. they might touch me. I said yes. Food grew cold on the table. he said, burn your body. it is not clean and smells like sex. it rubs my mind sore. I said yes. I love you, I said. That's very nice, he said I like to be loved, that makes me happy. Have you cut off your hands yet?",poem_sum:poemsum_train.csv:row_1630
poem_0159,poem,The Old Year by Henry Kendall,"IT PASSED like the breath of the night-wind away, It fled like a mist at the dawn of the day; It lasted its moment, then backward was hurled, Another increase to the age of the world. It passed with its shadows, its smiles and its tears, It passed as a stream to the ocean of years; Years that were coming--were here--and are o'er, The ages departed to visit no more. It passed, but the bark on its billowy track Leaves an impression on waters aback: The glow of the gloaming remains on the sky, Unwilling to leave us--unwilling to die. It fled; but away and away in its wake There lingers a something that time cannot break. The past and the future are joined by a chain, And memories live that must ever remain.",poem_sum:poemsum_train.csv:row_1790
poem_0160,poem,A Woman's Last Word by Robert Browning,"I. Let's contend no more, Love, Strive nor weep: All be as before, Love, ---Only sleep! II. What so wild as words are? I and thou In debate, as birds are, Hawk on bough! III. See the creature stalking While we speak! Hush and hide the talking, Cheek on cheek! IV. What so false as truth is, False to thee? Where the serpent's tooth is Shun the tree--- V. Where the apple reddens Never pry--- Lest we lose our Edens, Eve and I. VI. Be a god and hold me With a charm! Be a man and fold me With thine arm! VII. Teach me, only teach, Love As I ought I will speak thy speech, Love, Think thy thought--- VIII. Meet, if thou require it, Both demands, Laying flesh and spirit In thy hands. IX. That shall be to-morrow Not to-night: I must bury sorrow Out of sight: X ---Must a little weep, Love, (Foolish me!) And so fall asleep, Love, Loved by thee.",poem_sum:poemsum_train.csv:row_163
poem_0161,poem,In the Light of the Moon by Delmira Agustini,"The moon is pale and sad, the moon is bloodless and lifeless. The crescent moon imagines to me a soft profile of death... I who prefer the distinguished paleness Of all the Arabian pearls, the newly opened rose, In a corner of the land with the color of life, I adore that pale moon, I adore that dead face! And on the altar of the nights, like a flower on fire And drunk with strange perfumes, my soul the rendered incense. I know of lips withered in blasphemy and wine, Who kiss after the orgy their footprints on the road; Fools who die kissing his image in frozen lakes... Because she is the light of innocence, because in that mysterious light White things light up, things turn white, And even the darkest souls take uncertain light!",poem_sum:poemsum_train.csv:row_1905
poem_0162,poem,an afternoon nap by Arthur Yap,"the ambitious mother across the road is at it again. proclaiming her goodness she beats the boy. shouting out his wrongs, with raps she begins with his mediocre report-book grades. she strikes chords for the afternoon piano lesson, her voice stridently imitates 2 nd. lang. tuition, all the while circling the cowering boy in a manner apt for the most strenuous p.e. ploy. swift are all her contorted movements, ape for every need; no soft gradient of a consonant-vowel figure, she lumbers & shrieks, a hit for every 2 notes missed. his tears are dear. each monday, wednesday, friday, miss low & madam lim appear & take away $90 from the kitty leaving him an adagio, clause analysis, little pocket-money. the embittered boy across the road is at it again. proclaiming his bewilderment he yells at her. shouting out her wrongs, with tears he begins with her expensive taste for education.",poem_sum:poemsum_train.csv:row_1565
poem_0163,poem,Acrostic: Georgiana Augusta Keats by John Keats,"Give me your patience, sister, while I frame Exact in capitals your golden name; Or sue the fair Apollo and he will Rouse from his heavy slumber and instill Great love in me for thee and Poesy. Imagine not that greatest mastery And kingdom over all the Realms of verse, Nears more to heaven in aught, than when we nurse And surety give to love and Brotherhood. Anthropophagi in Othello's mood; Ulysses storm'd and his enchanted belt Glow with the Muse, but they are never felt Unbosom'd so and so eternal made, Such tender incense in their laurel shade To all the regent sisters of the Nine As this poor offering to you, sister mine. Kind sister! aye, this third name says you are; Enchanted has it been the Lord knows where; And may it taste to you like good old wine, Take you to real happiness and give Sons, daughters and a home like honied hive.",poem_sum:poemsum_train.csv:row_298
poem_0164,poem,Middle Passage by Robert Hayden,"I Jesus, Estrella, Esperanza, Mercy: Sails flashing to the wind like weapons, sharks following the moans the fever and the dying; horror the corposant and compass rose. Middle Passage: voyage through death to life upon these shores. ""10 April 1800-- Blacks rebellious. Crew uneasy. Our linguist says their moaning is a prayer for death, ours and their own. Some try to starve themselves. Lost three this morning leaped with crazy laughter to the waiting sharks, sang as they went under."" Desire, Adventure, Tartar, Ann: Standing to America, bringing home black gold, black ivory, black seed. Deep in the festering hold thy father lies, of his bones New England pews are made, those are altar lights that were his eyes. Jesus Saviour Pilot Me Over Life's Tempestuous Sea We pray that Thou wilt grant, O Lord, safe passage to our vessels bringing heathen souls unto Thy chastening. Jesus Saviour ""8 bells. I cannot sleep, for I am sick with fear, but writing eases fear a little since still my eyes can see these words take shape upon the page & so I write, as one would turn to exorcism. 4 days scudding, but now the sea is calm again. Misfortune follows in our wake like sharks (our grinning tutelary gods). Which one of us has killed an albatross? A plague among our blacks--Ophthalmia: blindness--& we have jettisoned the blind to no avail. It spreads, the terrifying sickness spreads. Its claws have scratched sight from the Capt.'s eyes & there is blindness in the fo'c'sle & we must sail 3 weeks before we come to port."" What port awaits us, Davy Jones' or home? I've heard of slavers drifting, drifting, playthings of wind and storm and chance, their crews gone blind, the jungle hatred crawling up on deck. Thou Who Walked On Galilee ""Deponent further sayeth The Bella J left the Guinea Coast with cargo of five hundred blacks and odd for the barracoons of Florida: ""That there was hardly room 'tween-decks for half the sweltering cattle stowed spoon-fashion there; that some went mad of thirst and tore their flesh and sucked the blood: ""That Crew and Captain lusted with the comeliest of the savage girls kept naked in the cabins; that there was one they called The Guinea Rose and they cast lots and fought to lie with her: ""That when the Bo's'n piped all hands, the flames spreading from starboard already were beyond control, the negroes howling and their chains entangled with the flames: ""That the burning blacks could not be reached, that the Crew abandoned ship, leaving their shrieking negresses behind, that the Captain perished drunken with the wenches: ""Further Deponent sayeth not."" Pilot Oh Pilot Me II Aye, lad, and I have seen those factories, Gambia, Rio Pongo, Calabar; have watched the artful mongos baiting traps of war wherein the victor and the vanquished Were caught as prizes for our barracoons. Have seen the nigger kings whose vanity and greed turned wild black hides of Fellatah, Mandingo, Ibo, Kru to gold for us. And there was one--King Anthracite we named him-- fetish face beneath French parasols of brass and orange velvet, impudent mouth whose cups were carven skulls of enemies: He'd honor us with drum and feast and conjo and palm-oil-glistening wenches deft in love, and for tin crowns that shone with paste, red calico and German-silver trinkets Would have the drums talk war and send his warriors to burn the sleeping villages and kill the sick and old and lead the young in coffles to our factories. Twenty years a trader, twenty years, for there was wealth aplenty to be harvested from those black fields, and I'd be trading still but for the fevers melting down my bones. III Shuttles in the rocking loom of history, the dark ships move, the dark ships move, their bright ironical names like jests of kindness on a murderer's mouth; plough through thrashing glister toward fata morgana's lucent melting shore, weave toward New World littorals that are mirage and myth and actual shore. Voyage through death, voyage whose chartings are unlove. A charnel stench, effluvium of living death spreads outward from the hold, where the living and the dead, the horribly dying, lie interlocked, lie foul with blood and excrement. Deep in the festering hold thy father lies, the corpse of mercy rots with him, rats eat love's rotten gelid eyes. But, oh, the living look at you with human eyes whose suffering accuses you, whose hatred reaches through the swill of dark to strike you like a leper's claw. You cannot stare that hatred down or chain the fear that stalks the watches and breathes on you its fetid scorching breath; cannot kill the deep immortal human wish, the timeless will. ""But for the storm that flung up barriers of wind and wave, The Amistad, senores, would have reached the port of Principe in two, three days at most; but for the storm we should have been prepared for what befell. Swift as the puma's leap it came. There was that interval of moonless calm filled only with the water's and the rigging's usual sounds, then sudden movement, blows and snarling cries and they had fallen on us with machete and marlinspike. It was as though the very air, the night itself were striking us. Exhausted by the rigors of the storm, we were no match for them. Our men went down before the murderous Africans. Our loyal Celestino ran from below with gun and lantern and I saw, before the cane- knife's wounding flash, Cinquez, that surly brute who calls himself a prince, directing, urging on the ghastly work. He hacked the poor mulatto down, and then he turned on me. The decks were slippery when daylight finally came. It sickens me to think of what I saw, of how these apes threw overboard the butchered bodies of our men, true Christians all, like so much jetsam. Enough, enough. The rest is quickly told: Cinquez was forced to spare the two of us you see to steer the ship to Africa, and we like phantoms doomed to rove the sea voyaged east by day and west by night, deceiving them, hoping for rescue, prisoners on our own vessel, till at length we drifted to the shores of this your land, America, where we were freed from our unspeakable misery. Now we demand, good sirs, the extradition of Cinquez and his accomplices to La Havana. And it distresses us to know there are so many here who seem inclined to justify the mutiny of these blacks. We find it paradoxical indeed that you whose wealth, whose tree of liberty are rooted in the labor of your slaves should suffer the august John Quincy Adams to speak with so much passion of the right of chattel slaves to kill their lawful masters and with his Roman rhetoric weave a hero's garland for Cinquez. I tell you that we are determined to return to Cuba with our slaves and there see justice done. Cinquez-- or let us say 'the Prince'--Cinquez shall die."" The deep immortal human wish, the timeless will: Cinquez its deathless primaveral image, life that transfigures many lives. Voyage through death to life upon these shores.",poem_sum:poemsum_train.csv:row_1479
poem_0165,poem,An Acrostic by Edgar Allan Poe,"Elizabeth it is in vain you say ""Love not"" -- thou sayest it in so sweet a way: In vain those words from thee or L.E.L. Zantippe's talents had enforced so well: Ah! if that language from thy heart arise, Breath it less gently forth -- and veil thine eyes. Endymion, recollect, when Luna tried To cure his love -- was cured of all beside -- His follie -- pride -- and passion -- for he died.",poem_sum:poemsum_train.csv:row_348
poem_0166,poem,Song: Go and catch a falling star by John Donne,"Go and catch a falling star, Get with child a mandrake root, Tell me where all past years are, Or who cleft the devil's foot, Teach me to hear mermaids singing, Or to keep off envy's stinging, And find What wind Serves to advance an honest mind. If thou be'st born to strange sights, Things invisible to see, Ride ten thousand days and nights, Till age snow white hairs on thee, Thou, when thou return'st, wilt tell me, All strange wonders that befell thee, And swear, No where Lives a woman true, and fair. If thou find'st one, let me know, Such a pilgrimage were sweet; Yet do not, I would not go, Though at next door we might meet; Though she were true, when you met her, And last, till you write your letter, Yet she Will be False, ere I come, to two, or three.",poem_sum:poemsum_train.csv:row_433
poem_0167,poem,Identity by Julio Noboa Polanco,"Let them be as flowers, Always watered, fed, guarded, admired, But harnessed to a pot of dirt. I'd rather be a tall, ugly weed, Clinging on cliffs, like an eagle Wind-wavering above high, jagged rocks. To have broken through the surface of stone, To live, to feel exposed to the madness Of the vast, eternal sky. To be swayed by the breezes of an ancient sea, Carrying my soul, my seed, Beyond the mountains of time or into the abyss of the bizarre. I'd rather be unseen, and if Then shunned by everyone, Than to be a pleasant-smelling flower, Growing in clusters in the fertile valley, Where they're praised, handled, and plucked By greedy, human hands. I'd rather smell of musty, green stench Than of sweet, fragrant lilac. If I could stand alone, strong and free, I'd rather be a tall, ugly weed.",poem_sum:poemsum_train.csv:row_511
poem_0168,poem,The Sacred by Stephen Dunn,"After the teacher asked if anyone had a sacred place and the students fidgeted and shrank in their chairs, the most serious of them all said it was his car, being in it alone, his tape deck playing things he'd chosen, and others knew the truth had been spoken and began speaking about their rooms, their hiding places, but the car kept coming up, the car in motion, music filling it, and sometimes one other person who understood the bright altar of the dashboard and how far away a car could take him from the need to speak, or to answer, the key in having a key and putting it in, and going.",poem_sum:poemsum_train.csv:row_48
poem_0169,poem,The Windhover by Gerard Manley Hopkins,"I caught this morning morning's minion, king- dom of daylight's dauphin, dapple-dawn-drawn Falcon, in his riding Of the rolling level underneath him steady air, and striding High there, how he rung upon the rein of a wimpling wing In his ecstasy! then off, off forth on swing, As a skate's heel sweeps smooth on a bow-bend: the hurl and gliding Rebuffed the big wind. My heart in hiding Stirred for a bird, - the achieve of, the mastery of the thing! Brute beauty and valour and act, oh, air, pride, plume, here Buckle! AND the fire that breaks from thee then, a billion Times told lovelier, more dangerous, O my chevalier! No wonder of it: sheer plod makes plough down sillion Shine, and blue-bleak embers, ah my dear, Fall, gall themselves, and gash gold-vermilion.",poem_sum:poemsum_train.csv:row_831
poem_0170,poem,Air by W.S. Merwin,"Naturally it is night. Under the overturned lute with its One string I am going my way Which has a strange sound. This way the dust, that way the dust. I listen to both sides But I keep right on. I remember the leaves sitting in judgment And then winter. I remember the rain with its bundle of roads. The rain taking all its roads. Nowhere. Young as I am, old as I am, I forget tomorrow, the blind man. I forget the life among the buried windows. The eyes in the curtains. The wall Growing through the immortelles. I forget silence The owner of the smile. This must be what I wanted to be doing, Walking at night between the two deserts, Singing.",poem_sum:poemsum_train.csv:row_1343
poem_0171,poem,Gretel in Darkness by Louise Gluck,"This is the world we wanted. All who would have seen us dead are dead. I hear the witch's cry break in the moonlight through a sheet of sugar: God rewards. Her tongue shrivels into gas Now far from women's arms and memory women, in our father's hut we sleep, are never hungry. Why do I not forget? My father bars the door, bars harm from this house, and it is years. No one remembers. Even you, my brother, summer afternoons you look at me though you meant to leave, as though it never happened. But I killed for you. I see armed firs, the spires of that gleaming kiln come back, come back Nights I turn to you to hold me but you are not there. Am I alone? Spies hiss in the stillness, Hansel, we are there still and it is real, real, that black forest and the fire in earnest.",poem_sum:poemsum_train.csv:row_1690
poem_0172,poem,The Hospital by Patrick Kavanagh,"A year ago I fell in love with the functional ward Of a chest hospital: square cubicles in a row Plain concrete, wash basins - an art lover's woe, Not counting how the fellow in the next bed snored. But nothing whatever is by love debarred, The common and banal her heat can know. The corridor led to a stairway and below Was the inexhaustible adventure of a gravelled yard. This is what love does to things: the Rialto Bridge, The main gate that was bent by a heavy lorry, The seat at the back of a shed that was a suntrap. Naming these things is the love-act and its pledge; For we must record love's mystery without claptrap, Snatch out of time the passionate transitory",poem_sum:poemsum_train.csv:row_1748
poem_0173,poem,The Dream by Lola Ridge,"I have a dream to fill the golden sheath of a remembered day . . . . (Air heavy and massed and blue as the vapor of opium . . . domes fired in sulphurous mist . . . sea quiescent as a gray seal . . . and the emerging sun spurting up gold over Sydney, smoke-pale, rising out of the bay . . . . ) But the day is an up-turned cup and its sun a junk of red iron guttering in sluggish-green water where shall I pour my dream?",poem_sum:poemsum_train.csv:row_1152
poem_0174,poem,The Sugar-Plum Tree by Eugene Field,"Have you ever heard of the Sugar-Plum Tree? 'Tis a marvel of great renown! It blooms on the shore of the Lollypop sea In the garden of Shut-Eye Town; The fruit that it bears is so wondrously sweet (As those who have tasted it say) That good little children have only to eat Of that fruit to be happy next day. When you've got to the tree, you would have a hard time To capture the fruit which I sing; The tree is so tall that no person could climb To the boughs where the sugar-plums swing! But up in that tree sits a chocolate cat, And a gingerbread dog prowls below - And this is the way you contrive to get at Those sugar-plums tempting you so: You say but the word to that gingerbread dog And he barks with such terrible zest That the chocolate cat is at once all agog, As her swelling proportions attest. And the chocolate cat goes cavorting around From this leafy limb unto that, And the sugar-plums tumble, of course, to the ground - Hurrah for that chocolate cat! There are marshmallows, gumdrops, and peppermint canes, With stripings of scarlet or gold, And you carry away of the treasure that rains, As much as your apron can hold! So come, little child, cuddle closer to me In your dainty white nightcap and gown, And I'll rock you away to that Sugar-Plum Tree In the garden of Shut-Eye Town.",poem_sum:poemsum_train.csv:row_1858
poem_0175,poem,A Brave and Startling Truth by Maya Angelou,"We, this people, on a small and lonely planet Traveling through casual space Past aloof stars, across the way of indifferent suns To a destination where all signs tell us It is possible and imperative that we learn A brave and startling truth And when we come to it To the day of peacemaking When we release our fingers From fists of hostility And allow the pure air to cool our palms When we come to it When the curtain falls on the minstrel show of hate And faces sooted with scorn are scrubbed clean When battlefields and coliseum No longer rake our unique and particular sons and daughters Up with the bruised and bloody grass To lie in identical plots in foreign soil When the rapacious storming of the churches The screaming racket in the temples have ceased When the pennants are waving gaily When the banners of the world tremble Stoutly in the good, clean breeze When we come to it When we let the rifles fall from our shoulders And children dress their dolls in flags of truce When land mines of death have been removed And the aged can walk into evenings of peace When religious ritual is not perfumed By the incense of burning flesh And childhood dreams are not kicked awake By nightmares of abuse When we come to it Then we will confess that not the Pyramids With their stones set in mysterious perfection Nor the Gardens of Babylon Hanging as eternal beauty In our collective memory Not the Grand Canyon Kindled into delicious color By Western sunsets Nor the Danube, flowing its blue soul into Europe Not the sacred peak of Mount Fuji Stretching to the Rising Sun Neither Father Amazon nor Mother Mississippi who, without favor, Nurture all creatures in the depths and on the shores These are not the only wonders of the world When we come to it We, this people, on this minuscule and kithless globe Who reach daily for the bomb, the blade and the dagger Yet who petition in the dark for tokens of peace We, this people on this mote of matter In whose mouths abide cankerous words Which challenge our very existence Yet out of those same mouths Come songs of such exquisite sweetness That the heart falters in its labor And the body is quieted into awe We, this people, on this small and drifting planet Whose hands can strike with such abandon That in a twinkling, life is sapped from the living Yet those same hands can touch with such healing, irresistible tenderness That the haughty neck is happy to bow And the proud back is glad to bend Out of such chaos, of such contradiction We learn that we are neither devils nor divines When we come to it We, this people, on this wayward, floating body Created on this earth, of this earth Have the power to fashion for this earth A climate where every man and every woman Can live freely without sanctimonious piety Without crippling fear When we come to it We must confess that we are the possible We are the miraculous, the true wonder of this world That is when, and only when We come to it.",poem_sum:poemsum_train.csv:row_381
poem_0176,poem,A Quoi Bon Dire by Charlotte Mew,"Seventeen years ago you said Something that sounded like Good-bye; And everybody thinks that you are dead, But I. So I, as I grow stiff and cold To this and that say Good-bye too; And everybody sees that I am old But you. And one fine morning in a sunny lane Some boy and girl will meet and kiss and swear That nobody can love their way again While over there You will have smiled, I shall have tossed your hair.",poem_sum:poemsum_train.csv:row_783
poem_0177,poem,Fire and Sleet and Candlelight by Elinor Wylie,"For this you've striven Daring, to fail: Your sky is riven Like a tearing veil. For this, you've wasted Wings of your youth; Divined, and tasted Bitter springs of truth. From sand unslaked Twisted strong cords, And wandered naked Among trysted swords. There's a word unspoken, A knot untied. Whatever is broken The earth may hide. The road was jagged Over sharp stones: Your body's too ragged To cover your bones. The wind scatters Tears upon dust; Your soul's in tatters Where the spears thrust. Your race is ended-- See, it is run: Nothing is mended Under the sun. Straight as an arrow You fall to a sleep Not too narrow And not too deep.",poem_sum:poemsum_train.csv:row_447
poem_0178,poem,One Life by Paul Laurence Dunbar,"Oh, I am hurt to death, my Love; The shafts of Fate have pierced my striving heart, And I am sick and weary of The endless pain and smart. My soul is weary of the strife, And chafes at life, and chafes at life. Time mocks me with fair promises; A blooming future grows a barren past, Like rain my fair full-blossomed trees Unburden in the blast. The harvest fails on grain and tree, Nor comes to me, nor comes to me. The stream that bears my hopes abreast Turns ever from my way its pregnant tide. My laden boat, torn from its rest, Drifts to the other side. So all my hopes are set astray, And drift away, and drift away. The lark sings to me at the morn, And near me wings her skyward-soaring flight; But pleasure dies as soon as born, The owl takes up the night, And night seems long and doubly dark; I miss the lark, I miss the lark. Let others labor as they may, I'll sing and sigh alone, and write my line. Their fate is theirs, or grave or gay, And mine shall still be mine. I know the world holds joy and glee, But not for me,--'t is not for me.",poem_sum:poemsum_train.csv:row_1628
poem_0179,poem,Floral Tribute by Simon Armitage,"Evening will come, however determined the late afternoon, Limes and oaks in their last green flush, pearled in September mist. I have conjured a lily to light these hours, a token of thanks, Zones and auras of soft glare framing the brilliant globes. A promise made and kept for life - that was your gift - Because of which, here is a gift in return, glovewort to some, Each shining bonnet guarded by stern lance-like leaves. The country loaded its whole self into your slender hands, Hands that can rest, now, relieved of a century's weight. Evening has come. Rain on the black lochs and dark Munros. Lily of the Valley, a namesake almost, a favourite flower Interlaced with your famous bouquets, the restrained Zeal and forceful grace of its lanterns, each inflorescence A silent bell disguising a singular voice. A blurred new day Breaks uncrowned on remote peaks and public parks, and Everything turns on these luminous petals and deep roots, This lily that thrives between spire and tree, whose brightness Holds and glows beyond the life and border of its bloom.",poem_sum:poemsum_train.csv:row_377
poem_0180,poem,Who's for the Game? by Jessie Pope,"Who's for the game, the biggest that's played, The red crashing game of a fight? Who'll grip and tackle the job unafraid? And who thinks he'd rather sit tight? Who'll toe the line for the signal to 'Go!'? Who'll give his country a hand? Who wants a turn to himself in the show? And who wants a seat in the stand? Who knows it won't be a picnic - not much- Yet eagerly shoulders a gun? Who would much rather come back with a crutch Than lie low and be out of the fun? Come along, lads - But you'll come on all right - For there's only one course to pursue, Your country is up to her neck in a fight, And she's looking and calling for you.",poem_sum:poemsum_train.csv:row_57
poem_0181,poem,what if a much of a which of a wind by E.E. cummings,"what if a much of a which of a wind gives truth to the summer's lie; bloodies with dizzying leaves the sun and yanks immortal stars awry? Blow king to beggar and queen to seem (blow friend to fiend:blow space to time) --when skies are hanged and oceans drowned, the single secret will still be man what if a keen of a lean wind flays screaming hills with sleet and snow: strangles valleys by ropes of thing and stifles forests in white ago? Blow hope to terror;blow seeing to blind (blow pity to envy and soul to mind) --whose hearts are mountains, roots are trees, it's they shall cry hello to the spring what if a dawn of a doom of a dream bites this universe in two, peels forever out of his grave and sprinkles nowhere with me and you? Blow soon to never and never to twice (blow life to isn't: blow death to was) --all nothing's only our hugest home; the most who die,the more we live",poem_sum:poemsum_train.csv:row_67
poem_0182,poem,Dirty Face by Shel Silverstein,"Where did you get such a dirty face, My darling dirty-faced child? I got it from crawling along in the dirt And biting two buttons off Jeremy's shirt. I got it from chewing the roots of a rose And digging for clams in the yard with my nose. I got it from peeking into a dark cave And painting myself like a Navajo brave. I got it from playing with coal in the bin And signing my name in cement with my chin. I got it from rolling around on the rug And giving the horrible dog a big hug. I got it from finding a lost silver mine And eating sweet blackberries right off the vine. I got it from ice cream and wrestling and tears And from having more fun than you've had in years.",poem_sum:poemsum_train.csv:row_136
poem_0183,poem,Hamatreya by Ralph Waldo Emerson,"Bulkeley, Hunt, Willard, Hosmer, Meriam, Flint, Possessed the land which rendered to their toil Hay, corn, roots, hemp, flax, apples, wool, and wood. Each of these landlords walked amidst his farm, Saying, ""'Tis mine, my children's and my name's. How sweet the west wind sounds in my own trees! How graceful climb those shadows on my hill! I fancy these pure waters and the flags Know me, as does my dog: we sympathize; And, I affirm, my actions smack of the soil."" Where are these men? Asleep beneath their grounds: And strangers, fond as they, their furrows plough. Earth laughs in flowers, to see her boastful boys Earth-proud, proud of the earth which is not theirs; Who steer the plough, but cannot steer their feet Clear of the grave. They added ridge to valley, brook to pond, And sighed for all that bounded their domain; ""This suits me for a pasture; that's my park; We must have clay, lime, gravel, granite-ledge, And misty lowland, where to go for peat. The land is well,--lies fairly to the south. 'Tis good, when you have crossed the sea and back, To find the sitfast acres where you left them."" Ah! the hot owner sees not Death, who adds Him to his land, a lump of mould the more. Hear what the Earth say:-- EARTH-SONG ""Mine and yours; Mine, not yours. Earth endures; Stars abide-- Shine down in the old sea; Old are the shores; But where are old men? I who have seen much, Such have I never seen. ""The lawyer's deed Ran sure, In tail, To them and to their heirs Who shall succeed, Without fail, Forevermore. ""Here is the land, Shaggy with wood, With its old valley, Mound and flood. But the heritors?-- Fled like the flood's foam. The lawyer and the laws, And the kingdom, Clean swept herefrom. ""They called me theirs, Who so controlled me; Yet every one Wished to stay, and is gone, How am I theirs, If they cannot hold me, But I hold them?"" When I heard the Earth-song I was no longer brave; My avarice cooled Like lust in the chill of the grave.",poem_sum:poemsum_train.csv:row_319
poem_0184,poem,On the Beach at Fontana by James Joyce,"Wind whines and whines the shingle, The crazy pierstakes groan; A senile sea numbers each single Slimesilvered stone. From whining wind and colder Grey sea I wrap him warm And touch his trembling fineboned shoulder And boyish arm. Around us fear, descending Darkness of fear above And in my heart how deep unending Ache of love!",poem_sum:poemsum_train.csv:row_1555
poem_0185,poem,Evening by Friedrich Schiller,"Oh! thou bright-beaming god, the plains are thirsting, Thirsting for freshening dew, and man is pining; Wearily move on thy horses-- Let, then, thy chariot descend! Seest thou her who, from ocean's crystal billows, Lovingly nods and smiles?--Thy heart must know her! Joyously speed on thy horses,-- Tethys, the goddess, 'tis nods! Swiftly from out his flaming chariot leaping, Into her arms he springs,--the reins takes Cupid,-- Quietly stand the horses, Drinking the cooling flood. Now from the heavens with gentle step descending, Balmy night appears, by sweet love followed; Mortals, rest ye, and love ye,-- Phoebus, the loving one, rests!",poem_sum:poemsum_train.csv:row_1923
poem_0186,poem,The Crocodile by Lewis Carroll,"How doth the little crocodile Improve his shining tail, And pour the waters of the Nile On every golden scale! How cheerfully he seems to grin, How neatly spreads his claws, And welcomes little fishes in, With gently smiling jaws!",poem_sum:poemsum_train.csv:row_1028
poem_0187,poem,In the Reading-Room of the British Museum by Louise Imogen Guiney,"Praised be the moon of books! that doth above A world of men, the fallen Past behold, And fill the spaces else so void and cold To make a very heaven again thereof; As when the sun is set behind a grove, And faintly unto nether ether rolled, All night his whiter image and his mould Grows beautiful with looking on her love. Thou therefore, moon of so divine a ray, Lend to our steps both fortitude and light! Feebly along a venerable way They climb the infinite, or perish quite; Nothing are days and deeds to such as they, While in this liberal house thy face is bright.",poem_sum:poemsum_train.csv:row_1615
poem_0188,poem,First They Came by Pastor Martin Neimoller,First they came for the Communists And I did not speak out Because I was not a Communist Then they came for the Socialists And I did not speak out Because I was not a Socialist Then they came for the trade unionists And I did not speak out Because I was not a trade unionist Then they came for the Jews And I did not speak out Because I was not a Jew Then they came for me And there was no one left To speak out for me,poem_sum:poemsum_train.csv:row_1807
poem_0189,poem,The Mind Is an Enchanting Thing by Marianne Moore,"is an enchanted thing like the glaze on a katydid-wing subdivided by sun till the nettings are legion. Like Gieseking playing Scarlatti; like the apteryx-awl as a beak, or the kiwi's rain-shawl of haired feathers, the mind feeling its way as though blind, walks along with its eyes on the ground. It has memory's ear that can hear without having to hear. Like the gyroscope's fall, truly equivocal because trued by regnant certainty, it is a power of strong enchantment. It is like the dove- neck animated by sun; it is memory's eye; it's conscientious inconsistency. It tears off the veil; tears the temptation, the mist the heart wears, from its eyes - if the heart has a face; it takes apart dejection. It's fire in the dove-neck's iridescence; in the inconsistencies of Scarlatti. Unconfusion submits its confusion to proof: it's not a Herod's oath that cannot change.",poem_sum:poemsum_train.csv:row_1995
poem_0190,poem,A Silly Poem by Spike Milligan,"Said Hamlet to Ophelia, I'll draw a sketch of thee, What kind of pencil shall I use? 2B or not 2B?",poem_sum:poemsum_train.csv:row_243
